       name       |  count  
 EFRAIM           |    1121
 FATMA HANIM      |    1119
 HUSMEN           |    1118
 BESTE            |    1118
 MEKKIYE          |    1118
 IBRAHIM ETEM     |    1117
 ERCIN            |    1116
 ATTILA           |    1114
 VACIDE           |    1112
 ABDO             |    1112
 GURDAL           |    1110
 MEHMET SIDIK     |    1110
 EZEL             |    1109
 IHSANIYE         |    1109
 ZELAL            |    1109
 MIYASER          |    1109
 FAHREDDIN        |    1107
 AHMET ZEKI       |    1107
 SEYDI AHMET      |    1106
 GULISAN          |    1105
 GULBEN           |    1102
 SANEM            |    1100
 SEVGIN           |    1100
 FILIT            |    1099
 ALI GALIP        |    1099
 ABDUL            |    1098
 MARIYE           |    1098
 SAMIME           |    1096
 LUTFULLAH        |    1096
 BIRNUR           |    1095
 YAZI             |    1093
 LEZGIN           |    1092
 NOFA             |    1092
 HORIYE           |    1092
 HANIM AYSE       |    1090
 VECIDE           |    1090
 ERDIN            |    1089
 YEMLIHA          |    1088
 GUNAYDIN         |    1087
 YUSRA            |    1086
 SAFIYA           |    1082
 SIYASET          |    1081
 NADI             |    1080
 NISAN            |    1080
 MARIFET          |    1080
 FERUZAN          |    1077
 MUZAFER          |    1077
 NURCIN           |    1075
 NURSAN           |    1074
 BIHTER           |    1074
 MEHMET NACI      |    1072
 SAHRE            |    1071
 CIVAN            |    1071
 FEDAYI           |    1071
 SEVNUR           |    1069
 CENAP            |    1069
 NIMETULLAH       |    1069
 DURDIYE          |    1064
 NAYIF            |    1063
 AJDA             |    1062
 SEYFEDDIN        |    1062
 PAKIZER          |    1062
 RUKKIYE          |    1061
 REHA             |    1060
 MENCI            |    1058
 NEVRA            |    1058
 ERBAY            |    1057
 ALI YASAR        |    1057
 BENAN            |    1056
 MEHMET ZIYA      |    1056
 SEHIDE           |    1055
 SAHISMAIL        |    1055
 MULLA            |    1055
 TUNCEL           |    1054
 NEBIBE           |    1053
 REYHANE          |    1050
 ZIKRIYE          |    1048
 SAMED            |    1042
 HAMIDIYE         |    1041
 MEHMET HADI      |    1041
 MUHAMMED EMIN    |    1041
 YEMEN            |    1041
 BERRAK           |    1041
 OZDEM            |    1041
 AHMET YASAR      |    1041
 SARI             |    1039
 NADIM            |    1038
 MEHMET KAMIL     |    1037
 GARIBE           |    1037
 PERINAZ          |    1035
 ATIFE            |    1035
 MIYESSER         |    1034
 AKLIME           |    1033
 AYBEN            |    1033
 MIHRI            |    1031
 TORUN            |    1029
 KEKLIK           |    1029
 ALIEKBER         |    1029
 BESSI            |    1026
 KADIRYE          |    1024
 GOKAN            |    1022
 SIDKI            |    1022
 ZULFUYE          |    1022
 VELIYE           |    1020
 SEHIME           |    1019
 GULDEM           |    1019
 MEHMET HUSEYIN   |    1015
 ESMERAY          |    1015
 UMMUGULSUN       |    1014
 ALADDIN          |    1013
 ISMINUR          |    1013
 IKLIME           |    1012
 SEVGILI          |    1011
 UMMUYE           |    1011
 ISILAY           |    1009
 NAMIYE           |    1008
 GAFUR            |    1008
 AREFE            |    1008
 REFIA            |    1006
 SAHIZE           |    1006
 YEKTA            |    1006
 GULENDEM         |    1006
 GUREL            |    1005
 NEJMI            |    1004
 ZERIF            |    1003
 MUVEDDET         |    1003
 ALYE             |    1001
 ZAYIDE           |    1000
 AHMET NURI       |     999
 NASRETTIN        |     998
 GUMUS            |     998
 URFET            |     998
 FATIK            |     998
 ESSE             |     997
 CISEM            |     996
 SERAYI           |     995
 AYSEHAN          |     995
 NIYMET           |     995
 GULNAME          |     993
 SAHIRE           |     992
 SERMET           |     992
 FEZA             |     991
 ASUDE            |     990
 IJLAL            |     990
 MIKAYIL          |     989
 HUMMET           |     989
 MEHMET SERDAR    |     989
 MEHMET BULENT    |     989
 GULSEFA          |     987
 RAKIYE           |     987
 IZETTIN          |     984
 HUDAI            |     983
 AHMET CAN        |     983
 ZEYNEB           |     982
 DINDAR           |     982
 KADIM            |     981
 OSMAN ZEKI       |     980
 ZEKERYA          |     979
 UCLER            |     977
 MEVA             |     977
 AHMET FARUK      |     976
 GULU             |     976
 ALPEREN          |     976
 MAHSUN           |     976
 SAFI             |     976
 AVNIYE           |     975
 NASIP            |     975
 AYCIN            |     973
 MUHAMMED MUSTAFA |     971
 SELAMETTIN       |     971
 GULSEVER         |     971
 HACILE           |     969
 DONAY            |     968
 NERMIYE          |     967
 BEDIRIYE         |     966
 GULDENIZ         |     965
 GUHER            |     962
 GULSEL           |     961
 VAHYETTIN        |     961
 SAHIZAR          |     961
 AYDANUR          |     959
 CELALEDDIN       |     959
 MUNIBE           |     957
 NUBAR            |     957
 MECNUN           |     957
 RAFIA            |     956
 ULFIYE           |     956
 ZISAN            |     956
 CEZAYIR          |     955
 YASA             |     955
 MEHMET CENGIZ    |     955
 MEHMET SAMI      |     954
 AYSI             |     953
 MEHMET HANEFI    |     953
 EFTAL            |     953
 GUNAL            |     953
 BELKIZE          |     953
 SELMIN           |     952
 BAKIR            |     951
 ELMAST           |     951
 SERDA            |     947
 MESUDIYE         |     947
 VECDI            |     947
 HAFIZ            |     946
 BILENT           |     945
 BIRTEN           |     945
 VETHA            |     945
 GEVHER           |     945
 MEHMET HILMI     |     944
 HALIMI           |     943
 SEREFETTIN       |     943
 GURSOY           |     943
 ISIN             |     942
 BESSEY           |     941
 MEHLIKA          |     941
 MEHMET BURAK     |     940
 KADIME           |     939
 NEJMETTIN        |     938
 CIHAD            |     937
 MUNUSE           |     936
 MERVA            |     935
 ZEHIDE           |     935
 SECIM            |     934
 OCAL             |     932
 SEVCIHAN         |     931
 SECGUL           |     931
 AYNIZELIHA       |     929
 REMAZAN          |     929
 SIDIK            |     929
 TUMAY            |     929
 GULNAR           |     927
 IMIS             |     927
 SEVGICAN         |     926
 HURINAZ          |     926
 HASMET           |     925
 BEHLUL           |     925
 EZINE            |     923
 NEJMIYE          |     922
 HUSEYIN HUSNU    |     922
 MEVHIBE          |     922
 ILKIN            |     921
 BEKIR SITKI      |     920
 SEBAHITTIN       |     919
 MEVLIT           |     916
 BAYRAMALI        |     915
 BEYTIYE          |     915
 MULAZIM          |     915
 ZENURE           |     913
 HALISA           |     913
 MUHAMMED FATIH   |     912
 SADRI            |     911
 HAZINE           |     911
 SEYDE            |     911
 RABIYA           |     911
 SEKIBE           |     908
 GULGEZ           |     907
 NOKTA            |     907
 GOKALP           |     906
 MURSIT           |     906
 HURMUS           |     905
 MAHIZER          |     905
 KUTLAY           |     904
 NEBIL            |     902
 AZEM             |     901
 REBIYE           |     901
 SAZIME           |     899
 HEVES            |     897
 GENCER           |     897
 NARDANE          |     896
 ISKAN            |     896
 NADILE           |     896
 MIZGIN           |     896
 HALAF            |     894
 BELKISA          |     893
 MEHMET GOKHAN    |     893
 MEMET EMIN       |     893
 FERYAT           |     893
 UBEYIT           |     892
 KAZI             |     892
 SENAR            |     890
 ZEYTIN           |     888
 SAHAR            |     888
 CANSER           |     888
 DESTE            |     887
 HURSUT           |     887
 SALAHADDIN       |     886
 ABDULVEHAP       |     885
 TENNUR           |     884
 ALPTEKIN         |     884
 RAMI             |     883
 TURCAN           |     882
 RECEBIYE         |     881
 ZENNUR           |     881
 HAVIZE           |     881
 MUKRIME          |     881
 GAZANFER         |     880
 GAFFAR           |     880
 FERHUNDE         |     880
 MAYA             |     879
 SALLI            |     878
 HAFISE           |     878
 HAMAIL           |     877
 ALETTIN          |     877
 NESIDE           |     877
 GURGIN           |     875
 NIRGUL           |     874
 NAYIM            |     873
 NAKI             |     873
 NISA             |     873
 BILLUR           |     871
 SEADET           |     870
 ASIL             |     870
 MUZEHHER         |     869
 MAHIGUL          |     869
 KOCERI           |     868
 MUHUBBET         |     868
 GULAFER          |     868
 MUNIFE           |     867
 SEDIYE           |     867
 SAHAN            |     866
 BERGUZAR         |     866
 MELISA           |     862
 SABAHADDIN       |     862
 BINGOL           |     862
 SEMSINUR         |     861
 SEBAHADDIN       |     860
 CANSEVER         |     859
 NESIH            |     859
 VEHIBE           |     857
 GIRAY            |     857
 MEFTUN           |     856
 SEBIHE           |     853
 KEVI             |     852
 GULTAN           |     852
 CERKEZ           |     850
 TOMRIS           |     850
 GULCUN           |     850
 SULHIYE          |     850
 HEKIM            |     849
 ABDURRAZAK       |     848
 SENAL            |     848
 PETEK            |     847
 DURSEN           |     846
 CEMALIYE         |     845
 DURGUT           |     845
 MURAT ALI        |     845
 ENBIYE           |     844
 GULFIZAR         |     844
 EMRA             |     843
 NECIFE           |     841
 GULYETER         |     840
 ISMAYIL          |     839
 SUZEN            |     839
 GUSSUN           |     837
 SANI             |     836
 HASIYE           |     835
 HAFIFE           |     834
 ERTUNC           |     834
 AGAH             |     834
 APDULLAH         |     833
 ILYAZ            |     831
 MEHMET NEDIM     |     831
 MUJGEN           |     830
 ELANUR           |     828
 NARINC           |     828
 ROJDA            |     827
 DILSA            |     822
 IKRAMIYE         |     822
 YURDA            |     821
 GULVEREN         |     821
 KIYAS            |     821
 NEVCIHAN         |     820
 AHMET KEMAL      |     819
 SENAYI           |     818
 SELCEN           |     818
 SEZA             |     815
 VADHA            |     815
 ARMAN            |     814
 SAHINUR          |     814
 BAYKAL           |     814
 ATRA             |     813
 SAID             |     812
 MEHMET CELAL     |     811
 FENER            |     811
 BIRDAL           |     810
 YURDAKUL         |     810
 ALTAY            |     807
 ZAKINE           |     807
 ALLAHVERDI       |     806
 UGURCAN          |     806
 KUTAY            |     806
 SEKIP            |     806
 FECRI            |     806
 SEYFITTIN        |     805
 SEYYIDE          |     805
 GULABI           |     804
 UNVER            |     804
 BELGIZAR         |     804
 URAL             |     803
 AYSEANA          |     803
 IZZEDDIN         |     803
 AYSELI           |     803
 ORDEK            |     802
 VEDIA            |     802
 MUHAMMET FATIH   |     802
 ZEYDIN           |     800
 ERTAC            |     800
 GULSIYE          |     800
 ZELHA            |     798
 AYETULLAH        |     797
 ERTEKIN          |     797
 ZINNUR           |     796
 SUSAM            |     794
 MEFTUNE          |     794
 RESIME           |     794
 MAHPERI          |     793
 NAZLIHAN         |     793
 SAFYA            |     792
 YUSUF IZZETTIN   |     792
 NEZEHAT          |     791
 LETIFE           |     791
 CAIZE            |     790
 BASRA            |     790
 ONAL             |     789
 ENSARI           |     789
 ASLIYE           |     789
 UMUR             |     788
 HUSREV           |     786
 SEREFNAZ         |     785
 SULEYMAN SIRRI   |     785
 BIRHAN           |     783
 ZUMRIYE          |     783
 MEHMET ONUR      |     782
 SEFINE           |     782
 ANSE             |     782
 ALI ASKER        |     782
 M. ALI           |     780
 UMIT YASAR       |     780
 SAHIME           |     780
 PIRUZE           |     780
 SULEYHA          |     779
 DURHASAN         |     778
 MIHRINAZ         |     778
 HUDAVER          |     776
 SAHHANIM         |     775
 HAVISE           |     774
 SELEHATTIN       |     774
 MUSTAFA HAKAN    |     773
 MIRZE            |     773
 SEVLI            |     773
 BAHA             |     772
 SEVER            |     772
 MEHMET YILMAZ    |     772
 TAYIP            |     771
 FERYA            |     770
 ENDAM            |     768
 MEHMET AYDIN     |     768
 AKGUN            |     768
 SEMA NUR         |     768
 SEMSEY           |     768
 BIRDANE          |     768
 YENAL            |     768
 DERMAN           |     767
 VELIT            |     767
 HURISER          |     766
 SUKUR            |     765
 CIYDEM           |     764
 FENDIYE          |     764
 ILKSEN           |     764
 FATME            |     764
 KAYMAK           |     764
 GUSSUM           |     763
 KANIME           |     763
 ZUMBUL           |     762
 SAMIRE           |     761
 EMET             |     761
 MEHMET ORHAN     |     761
 RASIH            |     761
 SAYGIN           |     761
 MENEMSE          |     760
 AYSANA           |     760
 GOKSU            |     759
 ALI SAIT         |     759
 BOSTAN           |     759
 KARIP            |     759
 SOYLEMEZ         |     759
 EMISE            |     758
 ABDULHEKIM       |     758
 RAKIP            |     758
 YAVER            |     753
 AHMET HAKAN      |     753
 TURNA            |     753
 KORKUT           |     751
 SERINGUL         |     750
 RAGIBE           |     747
 SIH MEHMET       |     747
 KURTCA           |     747
 MAVI             |     746
 FERDAG           |     746
 HUDA             |     746
 ARZIYE           |     745
 GOKTUG           |     745
 MERYAM           |     743
 MERZUKA          |     742
 MERYEMANA        |     742
 ERTURK           |     742
 EMINE DUDU       |     741
 MASUK            |     741
 RAYIF            |     740
 AHMED            |     738
 SERIYE           |     737
 REHIME           |     737
 TUKEZ            |     734
 ZUBIDE           |     734
 FEDEN            |     733
 BEDRAN           |     732
 SAKIBE           |     732
 VASIF            |     732
 NOMAN            |     731
 RAMIYE           |     731
 MEHMED           |     730
 SARIGUL          |     730
 ABDULLA          |     730
 MEVLIYE          |     728
 GUVENC           |     728
 BINEFS           |     728
 MUSTAFA YASAR    |     728
 BILGIHAN         |     728
 BEHRAM           |     727
 YAHYA KEMAL      |     727
 AHMET METIN      |     727
 ZEYNETI          |     726
 SAHVER           |     726
 SEYHUN           |     726
 ERENGUL          |     725
 YAMAN            |     725
 NURSAH           |     725
 MEHMET YAVUZ     |     724
 TERCAN           |     724
 VEZIRE           |     724
 SEDEN            |     724
 SURETHAN         |     724
 VAHIBE           |     723
 MEHMET MASUM     |     722
 SAVER            |     722
 MUNTEHA          |     722
 HEVA             |     721
 MEHTI            |     720
 MUGDAT           |     719
 DOGUS            |     719
 MEHMET NECATI    |     719
 MUAZEZ           |     719
 DILSAT           |     717
 SEHAR            |     717
 MUNEVVERE        |     717
 MEHMET KADRI     |     716
 HANIMZER         |     716
 CEBBAR           |     716
 URFAN            |     715
 NAZENDE          |     715
 VEYSIYE          |     715
 KAZIME           |     714
 FASIH            |     713
 MUSTAFA EMRE     |     712
 HULKI            |     712
 SEMRAN           |     711
 KELIME           |     711
 FARIZ            |     711
 AYBUKE           |     711
 AYTUG            |     710
 AGGUL            |     710
 SERAFET          |     710
 SERVINAZ         |     709
 HAZNE            |     709
 BENGI            |     709
 SERIN            |     708
 HAZNI            |     708
 MERSIYE          |     708
 BEHIRE           |     708
 HUSNUGUL         |     708
 NECMITTIN        |     706
 NASIYE           |     706
 IMAM HUSEYIN     |     706
 ABDUL KADIR      |     705
 KARABEY          |     705
 OZLEN            |     704
 SENAI            |     704
 ALIBEY           |     704
 TACEDDIN         |     704
 SUEDA            |     704
 MEHMET REFIK     |     703
 ELVIDA           |     703
 MECIDE           |     703
 MUCAHIDE         |     702
 ELVIN            |     702
 SELAM            |     702
 KUBAR            |     702
 MURAT CAN        |     702
 ATAMAN           |     701
 SAMIM            |     701
 SEMSA            |     701
 RUHIGUL          |     701
 AHMET FATIH      |     700
 GULCE            |     699
 ALI EMRE         |     699
 AYPER            |     698
 SEVGINAR         |     697
 YUDUM            |     697
 MEHMET NESIM     |     696
 HURUYE           |     696
 HANIME           |     695
 MEMIHAN          |     695
 NAFILE           |     694
 GOHER            |     694
 HUMA             |     694
 RINDI            |     693
 ANAHANIM         |     693
 SIHMEHMET        |     692
 SELIHA           |     692
 SEHMUZ           |     692
 SAFIRE           |     692
 NEVZET           |     691
 CANGUL           |     691
 SERRA            |     689
 SELATTIN         |     688
 SAHINE           |     688
 NAZEN            |     688
 HUSNI            |     688
 ABDUSSAMET       |     688
 ESMAHAN          |     687
 CAPAN            |     687
 FERAHNAZ         |     686
 BALLI            |     686
 RAFI             |     685
 ELFIDA           |     684
 LUTFUYE          |     684
 FURUZAN          |     683
 MEHRICAN         |     683
 NEZAFET          |     683
 MEHMET TURAN     |     682
 SEFURE           |     682
 HIKMIYE          |     682
 SERBULENT        |     681
 HUSAMEDDIN       |     681
 HAMRA            |     680
 ERKAL            |     680
 MEHMET SERKAN    |     680
 FIRUZAN          |     679
 SERIF AHMET      |     677
 AHMET SERDAR     |     677
 FERZIYE          |     677
 GULBEDEN         |     676
 BERTAN           |     675
 IRAN             |     675
 FERMUDE          |     675
 GULPER           |     675
 MUSTAFA NURI     |     675
 KAPLAN           |     675
 REVASIYE         |     674
 LEBIBE           |     673
 ZURIYE           |     673
 GULCEHRE         |     672
 SEDRIYE          |     672
 MAHMUT SAMI      |     672
 MASIDE           |     671
 HEVI             |     670
 LEMIYE           |     670
 SADE             |     669
 ILGIN            |     669
 HACIKADIN        |     667
 SALICE           |     667
 IMMI             |     667
 ALAHATTIN        |     667
 SUMMANI          |     667
 ASIRE            |     667
 ESVET            |     667
 FECIRE           |     667
 HASARI           |     666
 AZIMET           |     666
 SEREFNUR         |     665
 GURSUN           |     665
 HAFIYE           |     664
 EVSEN            |     663
 SEFERIYE         |     663
 TALET            |     662
 NISBET           |     661
 SUREYA           |     661
 EFRAIL           |     661
 AHMET BURAK      |     661
 VAHITTIN         |     661
 MINEVVER         |     660
 ABDURRAZZAK      |     660
 CAMAL            |     659
 MUNIP            |     657
 SIDAR            |     656
 HAZAR            |     656
 DESTEGUL         |     656
 ATAY             |     656
 SEVGIL           |     655
 SERIBAN          |     655
 ASHAN            |     655
 ALI MEHMET       |     652
 LAMIYE           |     650
 ALAIDDIN         |     650
 SABIHE           |     650
 NECIM            |     649
 SENGUN           |     649
 AKAY             |     649
 KIMET            |     649
 ESET             |     648
 NASUF            |     648
 SAHIKA           |     648
 CUMAZIYE         |     648
 FUGEN            |     648
 AHMET EMRE       |     648
 DEMIR ALI        |     647
 ALI ULVI         |     647
 TANZER           |     647
 MUTIA            |     646
 MEHMET RESUL     |     646
 GULALI           |     646
 ZADE             |     645
 ISMAIL CEM       |     644
 CIMSIT           |     644
 DIYADIN          |     644
 KATIP            |     644
 NIZAMEDDIN       |     643
 MAHSUNI          |     643
 ZIHNIYE          |     643
 SOSUN            |     643
 NURTAN           |     642
 DURMUSALI        |     642
 AFIYET           |     642
 MUHTESEM         |     642
 CAVAT            |     642
 HAVVA NUR        |     642
 KUMRIYE          |     642
 NEVREZ           |     642
 AHMET CEMAL      |     641
 ZEYNAP           |     641
 YASER            |     640
 KABIL            |     640
 ILKAN            |     640
 NURKADIN         |     640
 CAFER TAYYAR     |     640
 BERATIYE         |     639
 MEHMET OGUZ      |     639
 FETIH            |     639
 GULSIMA          |     638
 MEHMET LEVENT    |     638
 VEYSEL KARANI    |     637
 CEZAIR           |     637
 MUSTAFA UGUR     |     637
 HAVAGUL          |     637
 MEHMET CEM       |     637
 GOKER            |     636
 BEDIYE           |     636
 GULSERIN         |     635
 BILEN            |     635
 MEHMET SENA      |     635
 MUNE             |     635
 SABETTIN         |     634
 ASEF             |     634
 MEHMET SELCUK    |     633

(3000 rows)

