       name       |  count  
 IFAKAT           |    4566
 DURALI           |    4564
 RUSEN            |    4559
 GUZIN            |    4545
 SERTAC           |    4533
 MACIDE           |    4532
 BERAT            |    4525
 TEZCAN           |    4524
 DILSAH           |    4519
 MEYREM           |    4517
 YELDA            |    4512
 AYGUN            |    4491
 GURHAN           |    4455
 ELCIN            |    4434
 NETICE           |    4417
 CAGLA            |    4415
 MUCELLA          |    4414
 HURRIYET         |    4411
 CILEM            |    4401
 KADIRIYE         |    4397
 ERCUMENT         |    4385
 DURSUNE          |    4377
 SALMAN           |    4357
 SAADETTIN        |    4351
 ARMAGAN          |    4350
 HURSIT           |    4345
 AYSE NUR         |    4336
 KAFIYE           |    4333
 OLGUN            |    4329
 MUHAMMET ALI     |    4329
 BELGUZAR         |    4327
 NEJAT            |    4311
 ENISE            |    4305
 NEZIRE           |    4298
 MAHIDE           |    4295
 FAZILE           |    4289
 KATIBE           |    4274
 MUHAMMER         |    4271
 ADLE             |    4270
 HERDEM           |    4269
 GULZADE          |    4269
 CANDAN           |    4267
 IMREN            |    4260
 TURKER           |    4258
 ABDULHAKIM       |    4257
 EMIR AYSE        |    4253
 KURTULUS         |    4249
 SEMIYE           |    4248
 YAZGUL           |    4238
 KAYHAN           |    4236
 TARKAN           |    4223
 EMIRE            |    4221
 ABDULHALIM       |    4219
 MAHMURE          |    4219
 ZEKERIYE         |    4202
 HIZIR            |    4199
 ISMIGUL          |    4184
 ARZI             |    4178
 ZEYNAL           |    4149
 GOKCEN           |    4127
 SELAHADDIN       |    4121
 MUBECCEL         |    4109
 AHMET TURAN      |    4094
 GORKEM           |    4092
 YIGIT            |    4092
 NESIM            |    4086
 FERIHAN          |    4084
 RAHMIYE          |    4076
 SEMIRE           |    4060
 KISMET           |    4040
 MUTEBER          |    4034
 ZIHNI            |    4027
 NAFIA            |    4009
 PASA             |    4001
 ZEYTUN           |    3993
 ADEVIYE          |    3978
 YOSMA            |    3974
 MAKSUT           |    3962
 TAYLAN           |    3949
 FEHIM            |    3948
 BEGUM            |    3938
 INAYET           |    3938
 AYTUL            |    3938
 ABUBEKIR         |    3936
 TAYFUR           |    3933
 OZDEMIR          |    3927
 SIRMA            |    3926
 HADI             |    3914
 AMINE            |    3906
 GULSEVIM         |    3901
 NAIF             |    3884
 KUTBETTIN        |    3883
 TEVHIDE          |    3877
 ABDIL            |    3873
 FETTAH           |    3865
 ICLAL            |    3860
 NEFIZE           |    3858
 MUHTEBER         |    3857
 SAHABETTIN       |    3832
 ALPAY            |    3830
 ERSEN            |    3824
 FERAH            |    3807
 FATIH MEHMET     |    3805
 GULENDAM         |    3805
 ZULFIKAR         |    3803
 NEVAL            |    3800
 CAGATAY          |    3789
 SULTANI          |    3788
 KADIN            |    3786
 KANIYE           |    3782
 SEKER            |    3776
 VAKKAS           |    3767
 SAHINDE          |    3764
 GUNNUR           |    3764
 ABDULMECIT       |    3763
 BILGEN           |    3762
 NASIBE           |    3759
 AYSE DUDU        |    3758
 ISIK             |    3745
 SEZAYI           |    3735
 GULSAN           |    3733
 MUFIDE           |    3724
 YADIKAR          |    3713
 TEVRAT           |    3707
 ABDULSELAM       |    3699
 SULBIYE          |    3683
 IRAZ             |    3683
 TAYYAR           |    3673
 INAN             |    3665
 FATMAGUL         |    3665
 RAMIS            |    3646
 TASKIN           |    3645
 ARDA             |    3633
 YONCA            |    3605
 AYDOGAN          |    3603
 ELVEDA           |    3599
 CELILE           |    3598
 BELKIZ           |    3596
 OZEN             |    3594
 BERIVAN          |    3590
 SEYIT ALI        |    3590
 MEHRIBAN         |    3587
 FEYYAZ           |    3582
 SELEN            |    3575
 NUREDDIN         |    3563
 FATMA ZEHRA      |    3561
 ATALAY           |    3560
 SENIYE           |    3558
 GOKAY            |    3556
 ALI EKBER        |    3546
 MENICE           |    3543
 AYSAN            |    3541
 BESNA            |    3536
 RESIDE           |    3533
 SELVET           |    3529
 HORU             |    3528
 ABDURAHMAN       |    3518
 ASIR             |    3506
 ZAIDE            |    3497
 CEZMI            |    3469
 ASIYA            |    3466
 CESIM            |    3458
 MUMUNE           |    3454
 GUROL            |    3450
 MIKDAT           |    3448
 MEHMET SAH       |    3447
 MEHMET YASAR     |    3422
 SELAHITTIN       |    3417
 RAGIP            |    3416
 FELEK            |    3408
 BEYZA            |    3404
 SELCAN           |    3396
 NAZIYE           |    3396
 NAGEHAN          |    3395
 RAHSAN           |    3394
 SELAMET          |    3389
 SAYIM            |    3388
 UMMEHAN          |    3381
 ZOZAN            |    3379
 AISE             |    3379
 MUKREMIN         |    3361
 ZEMZEM           |    3353
 MEHMETALI        |    3349
 ORCUN            |    3339
 CIMEN            |    3336
 TULUN            |    3326
 ECEVIT           |    3307
 MUTTALIP         |    3302
 FATIM            |    3299
 MENDUH           |    3295
 CAVIDE           |    3265
 RAFIYE           |    3263
 MELIS            |    3256
 HATEM            |    3255
 MAHINUR          |    3251
 HAKIM            |    3250
 NUSRETTIN        |    3245
 GIYASETTIN       |    3232
 UMMET            |    3230
 FATMA NUR        |    3230
 EJDER            |    3218
 FADIM            |    3218
 SALIYE           |    3214
 ZERIFE           |    3203
 MAHSUM           |    3195
 MELEHAT          |    3185
 RAMIZ            |    3184
 ABDULLATIF       |    3181
 NIHAYET          |    3176
 RUVEYDE          |    3175
 NAHIT            |    3174
 AKKIZ            |    3165
 FINDIK           |    3165
 MELDA            |    3161
 UMMIYE           |    3160
 ZUHRA            |    3157
 KADIFE           |    3156
 NEBILE           |    3152
 MUSLUME          |    3150
 YASARIYE         |    3147
 MITAT            |    3147
 GULKIZ           |    3144
 POLAT            |    3143
 ALI CAN          |    3142
 NURAL            |    3140
 OZHAN            |    3139
 SAZIMET          |    3136
 KANI             |    3125
 MUMTAZ           |    3121
 AFET             |    3117
 NIGMET           |    3116
 MEKIYE           |    3114
 BESIM            |    3113
 MAZLUM           |    3108
 CESUR            |    3102
 MIHRICAN         |    3099
 BEHZAT           |    3092
 FEDAI            |    3088
 ZEYNEL ABIDIN    |    3086
 BARAN            |    3080
 ZULAL            |    3080
 UTKU             |    3078
 MUHYETTIN        |    3073
 DELAL            |    3069
 UMUS             |    3068
 MUHBET           |    3066
 MEHMET MUSTAFA   |    3060
 VEYIS            |    3045
 SADRETTIN        |    3037
 NERGIS           |    3029
 TUGAY            |    3027
 HACERE           |    3015
 FATI             |    3007
 KUMRU            |    3006
 GUNDUZ           |    3003
 NULUFER          |    3002
 ZIYNET           |    3001
 HASIP            |    3001
 MEDET            |    2992
 BESEY            |    2990
 SEKINE           |    2987
 FAIZE            |    2984
 OMRIYE           |    2976
 FERRUH           |    2970
 RUHIYE           |    2968
 SERVER           |    2956
 NASUH            |    2953
 DEDE             |    2951
 ALI FUAT         |    2950
 AYSIN            |    2947
 SADAN            |    2947
 MUHLISE          |    2933
 HAMI             |    2923
 ZULFI            |    2916
 NAMIK KEMAL      |    2915
 SONA             |    2906
 ANAKIZ           |    2906
 ABDULGANI        |    2904
 NIDA             |    2903
 ABIT             |    2902
 GULFIYE          |    2898
 MEHMET TAHIR     |    2892
 TURKAY           |    2889
 SAFURE           |    2889
 ALATTIN          |    2878
 GULLIZAR         |    2860
 AHU              |    2848
 GANI             |    2842
 MEHMET MURAT     |    2840
 MUNUR            |    2833
 ERKUT            |    2832
 SEMANUR          |    2831
 ORKUN            |    2829
 PEMPE            |    2825
 FATMA GUL        |    2822
 HABIL            |    2816
 BIRKAN           |    2816
 ZAKIR            |    2815
 ZAHRA            |    2815
 ENSAR            |    2815
 MIRAY            |    2812
 OZGUN            |    2806
 ALISAN           |    2804
 BERKAN           |    2802
 TELAT            |    2802
 ORUC             |    2797
 NESAT            |    2795
 HAZEL            |    2787
 ZEKINE           |    2781
 ATIF             |    2774
 HAZIM            |    2773
 KEBIRE           |    2769
 BESIRE           |    2768
 UMMU GULSUM      |    2768
 NURITTIN         |    2758
 VICDAN           |    2756
 KIYASETTIN       |    2742
 ZUBEYDA          |    2736
 FEHMIYE          |    2735
 ARAP             |    2728
 HUSNUYE          |    2726
 MAHIYE           |    2717
 RUVEYDA          |    2716
 MALIK            |    2713
 OZTURK           |    2712
 FERMAN           |    2709
 MEMDUHA          |    2708
 ZUHTU            |    2701
 ZAHIR            |    2696
 NAVRUZ           |    2696
 EVIN             |    2695
 MEHRI            |    2684
 MAHI             |    2679
 MAHIRE           |    2679
 DEMIR            |    2675
 FAIKA            |    2672
 FETI             |    2667
 IFFET            |    2664
 MEHMET SUKRU     |    2660
 HAFIZA           |    2652
 SEYIDE           |    2649
 SENA             |    2645
 MUSLIM           |    2645
 SERGUL           |    2639
 IMMIHAN          |    2634
 YAVUZ SELIM      |    2632
 MUMUN            |    2630
 FITNET           |    2629
 OZGEN            |    2629
 BESI             |    2625
 ZINI             |    2625
 NAIDE            |    2618
 AHMET HAMDI      |    2596
 MAZHAR           |    2596
 HAMIYE           |    2590
 SIRRI            |    2588
 TAYYIBE          |    2587
 SAMIL            |    2576
 CELEBI           |    2574
 NIZAM            |    2573
 DILAN            |    2569
 MAKSUDE          |    2567
 HACI BAYRAM      |    2566
 BARBAROS         |    2562
 NUKET            |    2562
 HUSEYIN AVNI     |    2554
 SUMEYYA          |    2554
 ZULFUKAR         |    2553
 CINAR            |    2547
 ZAKIRE           |    2547
 ELA              |    2545
 SAHIBE           |    2545
 RUZIYE           |    2538
 FETHULLAH        |    2529
 BILGEHAN         |    2522
 ISMINAZ          |    2522
 PERIZADE         |    2517
 NASIDE           |    2516
 SELVA            |    2514
 VEYSAL           |    2509
 MEHMET RESIT     |    2504
 KADEM            |    2502
 LAMIA            |    2501
 SERTAN           |    2500
 MEVLUDIYE        |    2490
 UMAHAN           |    2488
 TEOMAN           |    2487
 SITTI            |    2484
 SADEGUL          |    2478
 GUNEY            |    2477
 DEVLET           |    2470
 MELIK            |    2458
 ALAEDDIN         |    2455
 ATA              |    2448
 SEFIYE           |    2447
 URKIYE           |    2447
 NASIR            |    2447
 ABDULBARI        |    2443
 GULSUME          |    2431
 HASBI            |    2431
 ABDULCELIL       |    2430
 OKAY             |    2429
 KAMBER           |    2427
 MEHMET SAKIR     |    2424
 CASIM            |    2421
 GULSEVEN         |    2421
 ZAHIRE           |    2420
 CIDEM            |    2418
 INSAF            |    2417
 CAKIR            |    2416
 GAZALI           |    2407
 MUESSER          |    2402
 FAYIK            |    2401
 RANA             |    2398
 GAYE             |    2397
 SADIFE           |    2388
 GULENDER         |    2385
 KIVANC           |    2381
 MESTAN           |    2379
 FERISTAH         |    2377
 TAMAM            |    2372
 ZARIF            |    2371
 HACI OSMAN       |    2370
 ABDULHALIK       |    2369
 KERZIBAN         |    2368
 BESTAMI          |    2368
 MERIC            |    2365
 SELBI            |    2361
 BAHADDIN         |    2361
 KIFAYET          |    2359
 MIHRIYE          |    2355
 VECIHE           |    2354
 EFENDI           |    2335
 FISUN            |    2334
 BEDIRHAN         |    2330
 TURKIYE          |    2326
 HANEFI           |    2322
 KANBER           |    2319
 AYSU             |    2318
 GULBIN           |    2309
 DURAK            |    2305
 MANSUR           |    2301
 MUSLIME          |    2299
 SAYNUR           |    2295
 SENIZ            |    2295
 TANSEL           |    2294
 IDIRIS           |    2294
 SIFA             |    2292
 MAHFUZ           |    2291
 SAHSENEM         |    2291
 NIL              |    2290
 VASFI            |    2289
 DUNDAR           |    2288
 GANIMET          |    2287
 SIMGE            |    2281
 CENGIZHAN        |    2280
 NEZIHAT          |    2278
 VAROL            |    2276
 ALP              |    2273
 HASAN TAHSIN     |    2267
 TEYFIK           |    2267
 SAHIZER          |    2264
 CANSEL           |    2262
 NAFIZE           |    2250
 SERAY            |    2249
 HUDAVERDI        |    2249
 CEVHER           |    2246
 MIKTAT           |    2244
 GULPASA          |    2242
 HEYBET           |    2235
 RUKEN            |    2233
 ABDULMUTTALIP    |    2231
 CUMA ALI         |    2224
 UMMIHAN          |    2223
 SEKERNAZ         |    2222
 SAHINAZ          |    2219
 HAZIME           |    2219
 OGUN             |    2217
 HALDUN           |    2217
 NECMEDDIN        |    2216
 ZULFINAZ         |    2213
 ABDULHADI        |    2209
 MEHMET SADIK     |    2204
 RESMIGUL         |    2202
 BERK             |    2198
 MENSUR           |    2193
 GULIZ            |    2192
 FEYZIYE          |    2191
 SEYHO            |    2186
 ABDULMENAF       |    2184
 BOZAN            |    2183
 FITNAT           |    2175
 GULSEHER         |    2160
 SONMEZ           |    2158
 CAGLAYAN         |    2156
 NEVRUZ           |    2155
 MEMET ALI        |    2153
 HATIP            |    2147
 MACIT            |    2147
 ABDULGAFUR       |    2143
 MUHAMMED ALI     |    2127
 MUHIDDIN         |    2127
 HACI OMER        |    2125
 ZEYNI            |    2121
 BAGDAT           |    2119
 BATUHAN          |    2116
 KURBAN           |    2113
 EGEMEN           |    2113
 YASEMEN          |    2111
 ABDULSAMET       |    2101
 GULCEMAL         |    2099
 NADIME           |    2095
 BAGDAGUL         |    2095
 SUMBUL           |    2093
 HACI MUSTAFA     |    2090
 BUGRA            |    2089
 MEHMET ARIF      |    2087
 AYDEMIR          |    2086
 FERZENDE         |    2081
 FADEN            |    2078
 MAHBUP           |    2078
 HAVVANA          |    2074
 ZEKAYI           |    2073
 MEHMET BESIR     |    2072
 SUNBUL           |    2070
 ALKAN            |    2065
 ZUMRETE          |    2063
 TAYBET           |    2062
 RUHAN            |    2061
 MUHABBET         |    2060
 RAHMAN           |    2058
 SAHA             |    2058
 HARIKA           |    2054
 HALEF            |    2051
 GULIN            |    2051
 SITTIKA          |    2046
 YAPRAK           |    2045
 ANSA             |    2045
 MUFIT            |    2044
 NURE             |    2037
 CABIR            |    2033
 KUMRI            |    2029
 PEYRUZE          |    2022
 TAHA             |    2019
 MEMIK            |    2017
 NURA             |    2017
 OKKAS            |    2016
 GOKSAL           |    2014
 BENGU            |    2012
 NEHIR            |    2005
 SAFA             |    2005
 EMETI            |    1999
 NERGUL           |    1998
 MINIRE           |    1995
 HURMUZ           |    1995
 HICABI           |    1994
 RIFKI            |    1993
 NURDAGUL         |    1990
 GULLI            |    1987
 ADVIYE           |    1986
 GULTER           |    1986
 MEHMET FARUK     |    1985
 ZEMINE           |    1977
 BINGUL           |    1976
 BESER            |    1974
 ABDUSSELAM       |    1974
 MEHMET NUR       |    1973
 REZZAN           |    1970
 MERIH            |    1970
 AKKADIN          |    1966
 MIRAC            |    1965
 CAVIDAN          |    1965
 DURUYE           |    1965
 ULGER            |    1961
 PERI             |    1960
 DOGUKAN          |    1958
 SURMELI          |    1957
 METEHAN          |    1952
 ALTIN            |    1948
 EFKAN            |    1945
 RAUF             |    1944
 SEZIN            |    1943
 SADIKA           |    1942
 TALIYE           |    1940
 BERKAY           |    1936
 SACIT            |    1934
 KORHAN           |    1933
 ULVI             |    1932
 MAVIS            |    1929
 GOKNUR           |    1925
 ZIVER            |    1924
 ERBIL            |    1917
 REZAN            |    1914
 CEMALI           |    1912
 DURDU MEHMET     |    1911
 FERYAL           |    1910
 UMMAHANI         |    1909
 SAYIT            |    1909
 MEHMET NEZIR     |    1906
 SUDIYE           |    1903
 MEHDI            |    1898
 NAFI             |    1898
 MARUF            |    1897
 SAHINDER         |    1895
 IBRAHIM ETHEM    |    1894
 DURNA            |    1890
 CANIP            |    1885
 TALHA            |    1884
 FETULLAH         |    1884
 NESLI            |    1884
 GENCAY           |    1883
 SERACETTIN       |    1877
 BURCAK           |    1874
 HATICE KUBRA     |    1870
 SONNUR           |    1868
 CESMINAZ         |    1868
 MERDIYE          |    1861
 SIRAC            |    1859
 SADRIYE          |    1859
 RUYA             |    1855
 ALI MURAT        |    1855
 MULKINAZ         |    1852
 AYTAN            |    1848
 OMER ALI         |    1846
 ADUL             |    1845
 SAYESTE          |    1844
 FARIS            |    1842
 REMEZAN          |    1840
 HAYAL            |    1832
 MAIDE            |    1829
 GULSEMIN         |    1827
 TUNC             |    1826
 NEFIYE           |    1822
 ISMI             |    1819
 SABIYE           |    1816
 NURDOGAN         |    1814
 SAHSINE          |    1813
 METHIYE          |    1808
 DEVRAN           |    1808
 MIHDIYE          |    1805
 RAHILE           |    1804
 MEHMET SABRI     |    1804
 NILGUL           |    1802
 BAHIRE           |    1801
 YUSUF KENAN      |    1799
 SALIH ZEKI       |    1799
 SUSAN            |    1794
 ASSIYE           |    1788
 MESRURE          |    1780
 ALAITTIN         |    1774
 NAZIR            |    1772
 SEMIR            |    1772
 SATIA            |    1769
 HAYRUNNISA       |    1769
 HACICE           |    1766
 HACI IBRAHIM     |    1766
 ANTIKA           |    1758
 RAKIBE           |    1756
 ZAHIT            |    1756
 MEHDIYE          |    1755
 GUNSEL           |    1754
 ERKIN            |    1752
 GULBIYE          |    1750
 SADIMAN          |    1749
 FELEKNAZ         |    1743
 RECEP ALI        |    1740
 YETKIN           |    1737
 BULUT            |    1737
 ISAK             |    1736
 CABBAR           |    1735
 CENAN            |    1735
 NEZIH            |    1729
 KURSAD           |    1729
 SEHERNAZ         |    1727
 SEHRINAZ         |    1726
 SELVIHAN         |    1723
 HARBIYE          |    1718
 TURKMEN          |    1715
 IFAKET           |    1715
 ULKIYE           |    1714
 SERFINAZ         |    1707
 DIDAR            |    1707
 EMIRHAN          |    1703
 MEHMET RESAT     |    1697
 NECATTIN         |    1694
 NEBIHA           |    1693
 IBRAHIM HAKKI    |    1691
 FEDIME           |    1689
 SUPHAN           |    1689
 SEVIN            |    1679
 TOLGAHAN         |    1677
 SELFINAZ         |    1671
 GULHATUN         |    1667
 BISAR            |    1663
 ESMEHAN          |    1663
 SELVIYE          |    1660
 VAHDET           |    1656
 JULIDE           |    1656
 RADIYE           |    1655
 ERSEL            |    1655
 RIHAN            |    1655
 TALIHA           |    1653
 SARAY            |    1651
 YASARE           |    1641
 VEZIR            |    1638
 VATHA            |    1630
 ABDULCEBBAR      |    1630
 ECEM             |    1628
 DUZGUN           |    1625
 KORKMAZ          |    1624
 MEHMET VEYSI     |    1623
 MEHMET SEFIK     |    1619
 HELIME           |    1618
 ZABIT            |    1618
 SAIBE            |    1617
 SUMER            |    1616
 DURSIYE          |    1615
 CILER            |    1614
 AYVAZ            |    1612
 HASENE           |    1608
 DURSUNALI        |    1608
 VEFA             |    1606
 EMBIYE           |    1605
 HEDLE            |    1602
 OMRUYE           |    1602
 TEKMILE          |    1601
 MEHMET IHSAN     |    1601
 FELEMEZ          |    1599
 NABI             |    1597
 EMETULLAH        |    1594
 SAHAP            |    1594
 MEHMET METIN     |    1593
 GOKSEN           |    1590
 LEYLI            |    1589
 IMIHAN           |    1588
 NAMI             |    1586
 GULNIHAL         |    1585
 TAHIRE           |    1584
 MIYESE           |    1583
 MEHMET KEMAL     |    1582
 SEREN            |    1582
 ZIKRI            |    1582
 MEHMET TEVFIK    |    1581
 KERAMETTIN       |    1579
 KALENDER         |    1576
 BERKANT          |    1575
 KUDDUSI          |    1572
 HACI YUSUF       |    1571
 NAYIME           |    1571
 RUMEYSA          |    1566
 DICLE            |    1564
 FEZILE           |    1563
 MUHIBE           |    1563
 MEFARET          |    1563
 KIBARIYE         |    1562
 AYYUS            |    1558
 FADIMEANA        |    1555
 MALIKE           |    1555
 EFE              |    1554
 GULHIZAR         |    1550
 TANSU            |    1549
 MEZIYET          |    1548
 NAME             |    1544
 SAHURE           |    1541
 RACI             |    1539
 SEDRETTIN        |    1538
 MEHMET UGUR      |    1537
 AKIFE            |    1531
 SEKURE           |    1529
 IBIS             |    1529
 MEHMET ATA       |    1528
 ALI HIKMET       |    1528
 SABAH            |    1528
 AHMET EMIN       |    1527
 TIMUCIN          |    1525
 KIYAFET          |    1524
 SERIF ALI        |    1523
 RAMIZE           |    1518
 MURTEZA          |    1518
 FERAMUZ          |    1517
 MUHAMMET MUSTAFA |    1513
 TEMAM            |    1513
 NEBAT            |    1513
 NESIMI           |    1512
 KIBRIYE          |    1512
 NARGUL           |    1511
 IMHAN            |    1511
 HORI             |    1511
 BILSEN           |    1511
 BASAR            |    1503
 SEMINE           |    1501
 SIRVAN           |    1499
 ADIFE            |    1498
 ORAL             |    1495
 AYNI             |    1494
 ERDEN            |    1494
 MEHMET HAKAN     |    1494
 ASKER            |    1494
 PERUZE           |    1492
 ASUR             |    1489
 NULIFER          |    1487
 HASAN FEHMI      |    1486
 MEHMET SAHIN     |    1485
 MESKURE          |    1485
 AYSA             |    1484
 FEYRUZ           |    1482
 TUNAHAN          |    1482
 GULAYSE          |    1481
 ZEHNI            |    1481
 SEMIRA           |    1476
 OZEL             |    1474
 AMSE             |    1474
 SEMSEDDIN        |    1474
 ASIME            |    1472
 MULAYIM          |    1471
 TAYIBE           |    1468
 AGIT             |    1467
 AVAS             |    1465
 GULSENEM         |    1463
 ZERIN            |    1459
 TAYYIP           |    1451
 SUHEDA           |    1451
 SALISE           |    1447
 ZILFI            |    1446
 FATMA BETUL      |    1445
 AHSEN            |    1443
 GOGERCIN         |    1443
 RIZVAN           |    1439
 BADEGUL          |    1437
 HURIYET          |    1435
 VEHBIYE          |    1434
 AHMET DURAN      |    1424
 MUZEYEN          |    1422
 SEBAT            |    1422
 DILAY            |    1422
 ZERGA            |    1421
 FECRIYE          |    1419
 GUNSELI          |    1418
 HACI HUSEYIN     |    1417
 IRMAK            |    1417
 BAHTISEN         |    1413
 AHMET MURAT      |    1409
 ABDURREZAK       |    1408
 HICRET           |    1407
 SABIR            |    1405
 ALIHAN           |    1404
 ADIGUZEL         |    1404
 NEBIHE           |    1404
 RASIDE           |    1403
 SAHSENE          |    1400
 NEZIFE           |    1400
 SAKIN            |    1397
 TURSUN           |    1395
 TIJEN            |    1395
 CUMAALI          |    1394
 AYDA             |    1393
 ABDULMUTALIP     |    1392
 ILTER            |    1390
 GAFURE           |    1388
 BENGUL           |    1388
 FATMAANA         |    1387
 AYSEDUDU         |    1386
 ARAFAT           |    1384
 AKIDE            |    1382
 ILMIYE           |    1380
 NUKHET           |    1380
 BERIN            |    1379
 MEHMET HALIL     |    1379
 ANIS             |    1378
 SIYAMI           |    1376
 GOKBEN           |    1375
 HANIMI           |    1375
 SIRACETTIN       |    1374
 MEHMET SINAN     |    1372
 HASIME           |    1371
 HATIME           |    1371
 SELAHETTIN       |    1371
 BAHAETTIN        |    1369
 ELFIDE           |    1368
 DIGDEM           |    1365
 SEFIKE           |    1365
 FERUZE           |    1364
 HURREM           |    1364
 KAGAN            |    1363
 FATMANUR         |    1363
 ZEKERIYYA        |    1362
 GULDESTE         |    1361
 DURCAN           |    1357
 SUHA             |    1356
 ALTUG            |    1356
 TURABI           |    1354
 TALIA            |    1354
 NARIYE           |    1353
 OMER LUTFI       |    1352
 MAVIYE           |    1351
 NERMAN           |    1346
 SIHO             |    1345
 BULBUL           |    1341
 SEVDET           |    1341
 REIS             |    1339
 HUNKAR           |    1337
 ABDULSEMET       |    1337
 NEZIYE           |    1337
 BEYAZIT          |    1336
 HUSEYIN ALI      |    1335
 DILER            |    1334
 MEHMET LATIF     |    1333
 YAYLA            |    1330
 SENTURK          |    1324
 NAZLIYE          |    1324
 UMMUS            |    1321
 FEYAT            |    1318
 NURTAC           |    1317
 BUSE             |    1317
 MAVUS            |    1316
 ZUHRIYE          |    1315
 AYSETE           |    1312
 MIYESER          |    1309
 FAIME            |    1309
 HASGUL           |    1309
 YETIS            |    1309
 MUNEVER          |    1307
 AKAN             |    1306
 GOZEL            |    1305
 SAFET            |    1302
 INANC            |    1302
 GULE             |    1301
 GULDALI          |    1299
 AYSE HANIM       |    1297
 HANSE            |    1297
 MESURE           |    1296
 ASKERI           |    1294
 SALIC            |    1293
 NURGUN           |    1292
 MASUM            |    1292
 UYGAR            |    1287
 SEYIT MEHMET     |    1286
 MEHMET SIRAC     |    1286
 NAKIYE           |    1284
 GUVERCIN         |    1284
 URKUS            |    1283
 HASBIYE          |    1282
 EMINE HATUN      |    1281
 BUNYAMI          |    1279
 HAYREDDIN        |    1277
 MEVLIDE          |    1273
 ZIYAETTIN        |    1272
 OMER OSMAN       |    1272
 ASYE             |    1268
 CAZIYE           |    1267
 NESIP            |    1266
 DEVRIS           |    1266
 MUHAMMET EMIN    |    1264
 HANIMSAH         |    1263
 ZOHRA            |    1261
 FIGAN            |    1259
 ISMEHAN          |    1259
 GEVRI            |    1257
 UBEYDULLAH       |    1257
 YONUS            |    1257
 TEMUR            |    1255
 MEHMET BAKI      |    1253
 MEHMET CEMAL     |    1253
 GULCICEK         |    1252
 SULHATTIN        |    1251
 MEHMET CEMIL     |    1250
 MEHMET EMRE      |    1249
 MAHBUBE          |    1249
 ANAKADIN         |    1248
 KADIRE           |    1247
 FERIZE           |    1247
 KOCER            |    1245
 MEBRURE          |    1244
 KESER            |    1240
 SENDOGAN         |    1239
 ZERNISAN         |    1237
 TEFIK            |    1236
 HADRA            |    1236
 SAKIP            |    1236
 SEYDO            |    1235
 SEMSIYE          |    1233
 USTUN            |    1232
 EFRAHIM          |    1232
 LALIHAN          |    1231
 HANI             |    1228
 GULHAYAT         |    1228
 PEHLUL           |    1228
 AYKAN            |    1227
 HALILIBRAHIM     |    1227
 ELVIDE           |    1225
 SULTANE          |    1224
 ZIYATTIN         |    1223
 HACI HASAN       |    1223
 GULTAZE          |    1221
 ASAF             |    1221
 OKSAN            |    1221
 RADIFE           |    1220
 KASIF            |    1219
 EKIN             |    1219
 APTULLAH         |    1217
 ZEYNETTIN        |    1216
 HUSEYIN CAHIT    |    1214
 UYSAL            |    1213
 MARZIYE          |    1212
 NILIFER          |    1210
 ILKE             |    1209
 GULDAN           |    1205
 GAZEL            |    1205
 RENGIN           |    1204
 NAZIKAR          |    1201
 IDE              |    1200
 AZIM             |    1199
 OZAL             |    1199
 SEMSIHAN         |    1199
 ZATIYE           |    1199
 MEHMET HALIT     |    1197
 DUNYA            |    1196
 VIJDAN           |    1196
 MIRZA            |    1195
 HUDAYI           |    1195
 NASIF            |    1194
 NAZI             |    1193
 ANZILHA          |    1192
 ZEYNELABIDIN     |    1192
 ABDURREZZAK      |    1190
 MEHMET HAYRI     |    1190
 ALISEYDI         |    1189
 MURAD            |    1187
 DONER            |    1187
 SEYYARE          |    1186
 ERSUN            |    1185
 MEHPARE          |    1185
 MUCEVHER         |    1185
 SEVDE            |    1184
 AGA              |    1183
 GONCAGUL         |    1182
 GUNNAZ           |    1182
 EDIZ             |    1179
 HULISI           |    1177
 ATANUR           |    1177
 SALTANAT         |    1176
 YAZGULU          |    1175
 MUSTAFA MURAT    |    1173
 NAZDAR           |    1173
 TAZEGUL          |    1172
 BAHITTIN         |    1168
 SILA             |    1167
 CUNEYIT          |    1165
 SUVEYLA          |    1165
 SABITE           |    1165
 KEZZIBAN         |    1164
 HAMDIN           |    1162
 EDNAN            |    1161
 MUSTAN           |    1161
 MAHMUT NEDIM     |    1160
 INCILAY          |    1160
 BEDEVI           |    1160
 FATIS            |    1158
 HANEY            |    1155
 NEZAHET          |    1154
 RECAYI           |    1152
 RUSAN            |    1151
 FEDILE           |    1150
 MERDAN           |    1150
 SEYCAN           |    1150
 DAGISTAN         |    1148
 BIRNAZ           |    1147
 ZULKIF           |    1146
 HACI MURAT       |    1146
 MENDUHA          |    1145
 SAHZADE          |    1143
 GULSADE          |    1142
 HURMET           |    1142
 BERIL            |    1140
 SENCAN           |    1139
 IDIL             |    1138
 BEDI             |    1137
 SADUN            |    1136
 ZELIHAN          |    1136
 KUPRA            |    1136
 MUSA KAZIM       |    1136
 YENIGUL          |    1134
 KARANFIL         |    1133
 GULEFER          |    1130
 GULFEM           |    1129
 ALIOSMAN         |    1128
 HACI BEKIR       |    1127
 MELIHE           |    1127
 SAHNAZ           |    1127
 KONCA            |    1127
 HARUN RESIT      |    1126
 ILHAM            |    1126
 SEHEL            |    1124
 FINCAN           |    1122
 ABDULVAHIT       |    1122
 HAKI             |    1122
