     name      |  count  |  id   
 GULUSTAN      |    9398 | 59076
 NEJDET        |    9369 | 58495
 SAFAK         |    9361 | 57540
 BAHTIYAR      |    9337 | 59331
 IMDAT         |    9256 | 59385
 SEDEF         |    9243 | 57756
 MEHMET FATIH  |    9228 | 58796
 SUMEYRA       |    9191 | 60528
 HAYRULLAH     |    9189 | 58223
 FERIHA        |    9171 | 57346
 NEBIYE        |    9167 | 58611
 TENZILE       |    9155 | 57828
 JALE          |    9114 | 57344
 ENES          |    9107 | 61579
 SECKIN        |    9101 | 57462
 BASRI         |    9078 | 59110
 FERHAN        |    9039 | 58230
 OKKES         |    9018 | 62840
 YILDIRAY      |    8998 | 57568
 ESEN          |    8980 | 58236
 SIDDIK        |    8975 | 58842
 SEHMUS        |    8916 | 65341
 ATIKE         |    8896 | 57895
 NEZIHE        |    8881 | 58293
 ABDULBAKI     |    8864 | 57739
 CUMHUR        |    8857 | 57562
 EMIR          |    8851 | 57482
 MUGE          |    8827 | 57941
 HABIP         |    8805 | 58728
 DERVIS        |    8803 | 60054
 FATIMA        |    8759 | 58626
 MEMNUNE       |    8720 | 58876
 SEYRAN        |    8711 | 58332
 BEDRI         |    8695 | 58635
 IZZETTIN      |    8692 | 58399
 NEDIME        |    8685 | 58451
 SADULLAH      |    8671 | 57884
 TACETTIN      |    8664 | 57689
 MUMINE        |    8632 | 57842
 GULLUZAR      |    8630 | 58718
 TUFAN         |    8613 | 57317
 DURMUS ALI    |    8613 | 61330
 HIMMET        |    8609 | 60052
 GULFIDAN      |    8562 | 57216
 SITKI         |    8505 | 57437
 GURCAN        |    8482 | 58001
 GAZAL         |    8416 | 58808
 NECAT         |    8379 | 58005
 HASAN ALI     |    8377 | 57523
 MULKIYE       |    8349 | 58195
 ZUHRE         |    8341 | 58255
 BIRSEL        |    8265 | 59772
 HANDE         |    8220 | 58142
 DAMLA         |    8207 | 58075
 EDIP          |    8196 | 59395
 FULYA         |    8194 | 58137
 NEBI          |    8192 | 57509
 MASALLAH      |    8157 | 58856
 SARE          |    8153 | 57997
 MEHMET SERIF  |    8085 | 58444
 SACIDE        |    8057 | 59114
 SALIHE        |    8054 | 59145
 FERDANE       |    8048 | 57641
 MERCAN        |    8019 | 58864
 RAIF          |    8005 | 58734
 MENDERES      |    7984 | 57677
 BEYAZ         |    7937 | 62391
 SATIYE        |    7924 | 58893
 CENK          |    7894 | 57401
 NARIN         |    7882 | 58461
 KAHRAMAN      |    7867 | 58639
 BESIR         |    7862 | 59074
 YENER         |    7853 | 57726
 HAKIME        |    7839 | 60601
 FERIDUN       |    7836 | 58208
 ABDULVAHAP    |    7776 | 58432
 ESMER         |    7748 | 59886
 KAYA          |    7738 | 58422
 FADILE        |    7728 | 60434
 ISIL          |    7717 | 58738
 NADIDE        |    7713 | 58555
 UNZULE        |    7710 | 58246
 PENBE         |    7691 | 58488
 ZINNET        |    7640 | 59386
 ANIL          |    7637 | 57362
 KAMER         |    7619 | 60057
 ASKIN         |    7586 | 58584
 BEKTAS        |    7570 | 59388
 YAGMUR        |    7570 | 59153
 LUTFU         |    7545 | 58996
 GOKCE         |    7535 | 58673
 GULDEREN      |    7524 | 59345
 EBUBEKIR      |    7494 | 57423
 ALIM          |    7491 | 60314
 SAIDE         |    7411 | 60848
 SEBILE        |    7401 | 58403
 GOKMEN        |    7394 | 57090
 NEVIM         |    7297 | 57827
 CEYHAN        |    7283 | 58911
 SINASI        |    7280 | 59760
 NAZILE        |    7274 | 58683
 ALPASLAN      |    7270 | 58917
 RAHIM         |    7255 | 57837
 GANIME        |    7247 | 59928
 NUMAN         |    7241 | 57849
 CEBRAIL       |    7212 | 60658
 CEYHUN        |    7192 | 59575
 BEDIHA        |    7192 | 58746
 VEHBI         |    7148 | 58115
 MEMIS         |    7077 | 59653
 ALI KEMAL     |    7054 | 60392
 FADIMANA      |    7038 | 60565
 CEYDA         |    7036 | 59160
 GULFER        |    7029 | 57836
 SEZEN         |    7011 | 57596
 SENIHA        |    6992 | 58303
 MURUVET       |    6986 | 58697
 NESET         |    6977 | 60402
 ESER          |    6973 | 59448
 BURHANETTIN   |    6971 | 58091
 SAFINAZ       |    6962 | 60037
 REFIYE        |    6961 | 57219
 SUMEYYE       |    6957 | 61172
 NEZIR         |    6954 | 59672
 IKRAM         |    6943 | 57696
 SEBNEM        |    6934 | 59743
 FATOS         |    6925 | 59262
 SEVDIYE       |    6924 | 58532
 AYSENUR       |    6891 | 57707
 HACIRE        |    6888 | 59636
 BASAK         |    6878 | 58609
 SONAY         |    6831 | 58768
 ISMIHAN       |    6810 | 59129
 BILGIN        |    6802 | 58103
 MUHSINE       |    6791 | 58630
 ZENNURE       |    6773 | 58916
 MECBURE       |    6764 | 59288
 CEREN         |    6747 | 59178
 MUHLIS        |    6713 | 57319
 SUAYIP        |    6701 | 57979
 ASYA          |    6648 | 58731
 VURAL         |    6634 | 57412
 SAHIDE        |    6615 | 59093
 ALTAN         |    6610 | 58213
 RUHI          |    6578 | 58180
 ECE           |    6558 | 60059
 MUBERRA       |    6550 | 58561
 GULI          |    6542 | 62202
 SARA          |    6539 | 57793
 GURBUZ        |    6530 | 57991
 HACI MEHMET   |    6493 | 61691
 KAAN          |    6477 | 58840
 TANJU         |    6470 | 58431
 FUSUN         |    6405 | 57847
 MUNISE        |    6399 | 59571
 FESIH         |    6379 | 57923
 ERMAN         |    6353 | 58723
 HALE          |    6344 | 59258
 OZAY          |    6332 | 59111
 MEHMET SELIM  |    6309 | 61576
 SABIT         |    6307 | 58839
 SEHRIYE       |    6229 | 58183
 DILAVER       |    6228 | 58189
 BESRA         |    6221 | 59455
 RAIFE         |    6204 | 59558
 ISLAM         |    6195 | 58289
 HADIYE        |    6191 | 57821
 HABIB         |    6179 | 58447
 SEMAHAT       |    6175 | 57432
 EMIS          |    6175 | 60447
 GULCIHAN      |    6168 | 58313
 TUGRUL        |    6158 | 58131
 METE          |    6156 | 58574
 BELMA         |    6152 | 59522
 PEMBE         |    6134 | 59381
 MEMDUH        |    6125 | 60589
 BAYRAM ALI    |    6122 | 60163
 ISMAHAN       |    6105 | 61161
 AYCA          |    6078 | 59487
 ETEM          |    6073 | 61716
 ABDULHAMIT    |    6070 | 58386
 AYDAN         |    6066 | 59525
 SALAHATTIN    |    6061 | 58643
 BATTAL        |    6020 | 58224
 SEYFULLAH     |    6016 | 58114
 VAHAP         |    5998 | 58846
 AKILE         |    5997 | 59449
 SELVINAZ      |    5992 | 58290
 ENIS          |    5985 | 58695
(1000 rows)

